"id" "X1996" "X1997" "X1998" "X1999" "X2000" "X2001" "X2002" "X2003" "X2004" "X2005" "X2006" "X2007" "X2008"
"34" 10164243 6007899 7006322 8004722 9001948 10001964 11001828 12001791 13001639 14002078 15002241 16404459 17368081 18338372
"36" 10174699 6008321 7006632 8005036 9002065 10002081 11001933 12001864 13001698 14002167 15002349 16002121 17001846 18001637
"37" 10174729 6008321 7006632 8005036 9002065 10002081 11001933 12001864 13001698 14002167 15002349 16002121 17001846 18001637
"38" 10174753 6008321 7006632 8005036 9002065 10002081 11001933 12001864 13001698 14002167 15002349 16002121 17001846 18001637
"39" 10179178 6008577 7733259 8608709 9245219 10225358 11208074 12191558 13172549 14215411 15199576 16187628 17176107 18165672
"40" 10183647 6008704 7006896 8005303 9002154 10002189 11293535 12263699 13233351 14407868 15364437 16337409 17313252 18416403
"41" 10184767 6008763 7006942 8005354 9002189 10002219 11002034 12001961 13001795 14002299 15002462 16002253 17001978 18001769
"42" 10188126 6009018 7007159 8005575 9002278 10002278 11002107 12002038 13001868 14002353 15002527 16002318 17002036 18001823
"43" 10192603 6009204 7007302 8005729 9002332 10002332 11002174 12002119 13295829 14356821 15325938 16303563 17281997 18262015
"44" 10193723 6009387 7678738 8699186 9275258 10250913 11230355 12211281 13188275 14235293 15217361 16204018 17190932 18178898
"45" 10193758 6009387 7678738 8699186 9275258 10250913 11230355 12211281 13188275 14235293 15217361 16204018 17190932 18178898
"46" 10198237 6009751 7007515 8648476 9258345 10236503 11217707 12200034 13178865 14223228 15206637 16194217 17182107 18170927
"47" 10211632 6010741 7008341 8006601 9002723 10313834 11280018 12253804 13225081 14277719 15256278 16421183 17392403 18358098
"48" 40109127 6010741 7008341 8006601 9002723 10313834 11280018 12253804 13225081 14277719 15256278 16421183 17392403 18358098
"49" 10212019 6010938 7008503 8692904 9272569 10248528 11228261 12209406 13186744 14233177 15215407 16202147 17189381 18177468
"50" 10212043 6010938 7008503 8692904 9272569 10248528 11228261 12209406 13186744 14233177 15215407 16202147 17189381 18177468
"51" 10253068 6011926 7009186 8006911 9301798 10270604 11246898 12225738 13201107 14250306 15231887 16217543 17203503 18190219
"52" 50111175 6011926 7009186 8006911 9301798 10270604 11246898 12225738 13201107 14250306 15231887 16217543 17203503 18190219
"53" 10254218 6012043 7009348 8007063 9002898 10002839 11002565 12002461 13002155 14002752 15002896 16002652 17002389 18002161
"54" 10273212 6012477 7733305 8608814 9245251 10225404 11208139 12191604 13172581 14414112 15370348 16342437 17403103 18365957
"55" 10278842 6012787 7009852 8007535 9002995 10002944 11002638 12002534 13002228 14002841 15002993 16002741 17002443 18002226
"56" 10301208 6013333 7010338 8007748 9003061 10003029 11002719 12002607 13002295 14002949 15003086 16002849 17002532 18002323
"57" 10301232 6013333 7010338 8007748 9003061 10003029 11002719 12002607 13002295 14002949 15003116 16395182 17398037 18362311
"58" 10303472 6013511 7010486 8007845 9003118 10003061 11002751 12002658 13002333 14003007 15419142 16422082 17380839 18348483
"59" 10303502 6013511 7010486 8007845 9003118 10003061 11315806 12280054 13246585 14390507 15351998 16327047 17303982 18281982
"60" 10313516 6014399 7011156 8008612 9003479 10003339 11002948 12002879 13002554 14003287 15003361 16003098 17002788 18002579
"61" 10313559 6014399 7011156 8008612 9003479 10003339 11002948 12002879 13002554 14003287 15003361 16003098 17002788 18002579
"62" 10318038 6014631 7665032 8562873 9229574 10211675 11318023 12282332 13248707 14305453 15281159 16262328 17243599 18226566
"63" 10319123 6014828 7011369 8008825 9003568 10289089 11261919 12238848 13212451 14263556 15243893 16228766 17214041 18199488
"64" 10319158 6014828 7011369 8008825 9003568 10289089 11261919 12238848 13212451 14263556 15243893 16228766 17214041 18199488
"65" 10319212 6014828 7011369 8008825 9003584 10289089 11261919 12238848 13212478 14420708 15375412 16346513 17321409 18297609
"66" 10341501 6016685 7012888 8009929 9003916 10003622 11003251 12003158 13290258 14351382 15321304 16299523 17278589 18259006
"67" 10347119 6017428 7732163 8608032 9244875 10225013 11207779 12191191 13172271 14215047 15199207 16187288 17175763 18165338
"68" 10347143 6017428 7732163 8608032 9244875 10225013 11207779 12191191 13172271 14215047 15199207 16187288 17175763 18165338
"69" 10347178 6017428 7732228 8608032 9244875 10225013 11207779 12191191 13172271 14215047 15199231 16396421 17411467 18410642
"70" 10356061 6018157 7013965 8010455 9004122 10003851 11003499 12003417 13003054 14003937 15004015 16003772 17003466 18003079
"71" 10356096 6018157 7013965 8010455 9004122 10003851 11003499 12003417 13003054 14003937 15004015 16003772 17003466 18003079
"72" 10366148 6018289 7014066 8010552 9004165 10003894 11003545 12003468 13003119 14003996 15004082 16003837 17003539 18003133
"73" 10366172 6018289 7014066 8010552 9004165 10003894 11003545 12003468 13003119 14003996 15004082 16003837 17003539 18003133
"74" 10398619 6019218 7014686 8010919 9004335 10004033 11003685 12003581 13003232 14004186 15004279 16004027 17003717 18003311
"75" 10403086 6019587 7014996 8011222 9004459 10004165 11003839 12003735 13003364 14004372 15004457 16004051 17003741 18003346
"76" 10405321 6019706 7015097 8011273 9297723 10267395 11244119 12223379 13199188 14248131 15229807 16215362 17201608 18188419
"77" 10405356 6019706 7015097 8011273 9297723 10267395 11244119 12223379 13199188 14248131 15229807 16215362 17201608 18188419
"78" 10405399 6019706 7015097 8011273 9297723 10267395 11244119 12223379 13199188 14248131 15229807 16215362 17201608 18188419
"79" 10408681 6019951 7015305 8011486 9004475 10004181 11003855 12003751 13003399 14004402 15004481 16004086 17003776 18003389
"80" 10408711 6019951 7015305 8011486 9004475 10004181 11003855 12003751 13003399 14004402 15004481 16004086 17003776 18003389
"81" 10408789 6019951 7015356 8703965 9277528 10004181 11003871 12315451 13273744 14333007 15305163 16285093 17003806 18393799
"82" 10409807 6020208 7015518 8011648 9004548 10004254 11003928 12003794 13003445 14004496 15004546 16004159 17003873 18003443
"83" 10409831 6020208 7015518 8011648 9004548 10004254 11003928 12003794 13003445 14004496 15004546 16004159 17003873 18003443
"84" 10418768 6020941 7016123 8641463 9256148 10234713 11216123 12198706 13177974 14222132 15205576 16193156 17181208 18170021
"85" 10418822 6021077 7650655 8641463 9256148 10234713 11216123 12198706 13177974 14383233 15346986 16322681 17299942 18278531
"86" 10440038 6021816 7644655 8545448 9222898 10205861 11190604 12175803 13159429 14200058 15185397 16173813 17163269 18153356
"87" 40216527 6021816 7644655 8545448 9222898 10205861 11190604 12175803 13159429 14200058 15185397 16173813 17163269 18153356
"88" 10453466 6022448 7017073 8012679 9004998 10004645 11004304 12004065 13003623 14004682 15004643 16004248 17003962 18003532
"89" 10453504 6022448 7017073 8012679 9004998 10004645 11004304 12004065 13003623 14004682 15004643 16004248 17003962 18003532
"90" 10478108 6023118 7721935 8599572 9242104 10222758 11205679 12189375 13170929 14385449 15348059 16323343 17300533 18279031
"91" 10491562 6023541 7017804 8650934 9259368 10237291 11218517 12200735 13179438 14223937 15207323 16194683 17384257 18351581
"92" 10500499 6024033 7018169 8013578 9005374 10005013 11004665 12004413 13004018 14005123 15005089 16004612 17004349 18003907
"93" 10503846 6024092 7018215 8013624 9005404 10005048 11004681 12004448 13004034 14005158 15005119 16004647 17004373 18003931
"94" 10503889 6024092 7018215 8013624 9005404 10005048 11004681 12004448 13004034 14005158 15005119 16004647 17004373 18003931
"95" 10513922 6024211 7018312 8013721 9005455 10005099 11004738 12004499 13004085 14005212 15005178 16004701 17004438 18004008
"96" 10515089 6024289 7018363 8013772 9005471 10005129 11004754 12004529 13004107 14005247 15005208 16004736 17004462 18004032
"97" 10528482 6024718 7018738 8014132 9281894 10256474 11234989 12215333 13192191 14239612 15221741 16208331 17195071 18182402
"98" 10528512 6024718 7018738 8014132 9281894 10256474 11234989 12215333 13192191 14239612 15221741 16208331 17195071 18182402
"99" 10528547 6024718 7018738 8014132 9281894 10256474 11234989 12215333 13192191 14239612 15412709 16374371 17344638 18317812
"100" 10532951 6024963 7018932 8014345 9005668 10005285 11004878 12004634 13004204 14005379 15005321 16004868 17004586 18004156
"101" 10541942 6025463 7019378 8014493 9005722 10005358 11004932 12004669 13004239 14005409 15379426 16349563 17324017 18300146
